,10,100,150,200,25,250,300,5,50,full-sampling
Cluster_25-CrossR-Replica_10,999.0,-0.896595,-0.884517,-0.934741,-0.634266,-1.093631,-0.945576,-0.333428,-0.653907,-0.961317
Cluster_25-CrossR-Replica_2,-0.508019,-1.027674,-1.125998,-1.012981,-0.490031,-0.918869,-0.96204,0.081322,-0.795096,-0.961317
Cluster_25-CrossR-Replica_3,999.0,-0.807698,-1.052366,-0.93522,-0.635214,-0.746231,-1.061279,999.0,-0.851586,-0.961317
Cluster_25-CrossR-Replica_4,999.0,-0.949277,-0.821989,-0.90793,-0.808619,-1.032779,-0.906064,0.080857,-0.582485,-0.961317
Cluster_25-CrossR-Replica_5,999.0,-0.807679,-0.800337,-0.874886,-0.745161,-0.906114,-0.971041,999.0,-0.662305,-0.961317
Cluster_25-CrossR-Replica_6,999.0,-0.895813,-0.823966,-0.975748,-0.634747,-1.032866,-0.989597,-0.332132,-0.38068,-0.961317
Cluster_25-CrossR-Replica_7,999.0,-0.800635,-0.923803,-1.010914,-0.821984,-0.940494,-1.083177,-0.333883,-0.727716,-0.961317
Cluster_25-CrossR-Replica_8,0.146824,-0.832093,-0.941799,-0.976136,-0.730233,-0.869715,-1.005762,0.081274,-0.947179,-0.961317
Cluster_25-CrossR-Replica_9,999.0,-0.866593,-1.080681,-1.035383,-1.035443,-0.818107,-0.962639,0.079523,-0.855279,-0.961317
Cluster_26-CrossR-Replica_1,0.145575,-1.146302,-1.055362,-0.891739,-0.489788,-1.003511,-0.945735,-0.331064,-0.661542,-0.970283
Cluster_26-CrossR-Replica_10,-0.264756,-0.77062,-0.904063,-0.845149,-0.329732,-0.938921,-0.917406,999.0,-0.895629,-0.970283
Cluster_26-CrossR-Replica_2,0.146931,-1.050173,-0.671639,-0.948816,-0.62306,-0.832675,-0.886233,999.0,-0.951507,-0.970283
Cluster_26-CrossR-Replica_3,0.147361,-1.026921,-0.772169,-1.153376,-0.33068,-1.022595,-0.980592,0.080184,-1.207994,-0.970283
Cluster_26-CrossR-Replica_4,-0.26607,-0.865956,-1.056304,-0.989351,-0.474998,-1.069477,-0.970824,-0.332371,-0.732309,-0.970283
Cluster_26-CrossR-Replica_5,-0.265097,-1.071082,-1.257745,-0.843502,-0.090211,-0.869972,-1.013343,-0.330749,-0.582699,-0.970283
Cluster_26-CrossR-Replica_6,0.146906,-0.510319,-1.058281,-1.037263,-0.634747,-0.870749,-0.981017,999.0,-0.994499,-0.970283
Cluster_26-CrossR-Replica_7,0.145949,-0.766559,-0.885325,-0.827117,-0.730085,-1.120222,-1.138673,0.079345,-0.790528,-0.970283
Cluster_26-CrossR-Replica_8,-0.81266,-0.919492,-0.799668,-1.060583,0.337945,-0.939933,-0.866489,999.0,-0.899461,-0.970283
Cluster_26-CrossR-Replica_9,0.148223,-1.023004,-1.051593,-0.810941,999.0,-0.818107,-0.962639,0.079523,-0.735647,-0.970283
Cluster_27-CrossR-Replica_1,-0.267653,-0.733075,-1.055362,-0.86116,-0.318283,-0.929555,-1.046736,-0.744291,-0.851391,-0.961317
Cluster_27-CrossR-Replica_10,-0.677983,-0.804696,-0.976417,-0.906347,-0.742959,-0.94986,-1.054271,999.0,-1.067134,-0.961317
Cluster_27-CrossR-Replica_2,-0.266297,-0.928083,-0.864065,-0.891996,-0.318526,-0.952307,-0.886233,999.0,-0.851916,-0.961317
Cluster_27-CrossR-Replica_3,-0.679094,-0.807698,-0.955478,-0.975426,-0.835806,-0.894354,-0.916817,999.0,-0.731954,-0.961317
Cluster_27-CrossR-Replica_4,-0.26607,-1.107679,-1.009827,-0.963427,-0.608027,-0.918381,-0.787515,0.080857,-1.036843,-0.961317
Cluster_27-CrossR-Replica_5,0.148131,-0.953811,-0.752618,-0.889979,-0.636468,-0.94019,-0.896426,-0.572471,-0.951746,-0.961317
Cluster_27-CrossR-Replica_6,999.0,-0.895813,-0.943598,-1.060195,-0.330212,-0.918468,-0.926784,999.0,-1.03563,-0.961317
Cluster_27-CrossR-Replica_7,0.145949,-0.946767,-0.959941,-1.04634,-0.821984,-0.882569,-1.013868,-0.333883,-0.790528,-0.961317
Cluster_27-CrossR-Replica_8,-0.266403,-0.832093,-1.010005,-0.93593,-0.730233,-0.982534,-0.866489,-0.573676,-0.657738,-0.961317
Cluster_27-CrossR-Replica_9,-0.265005,-0.866593,-1.184625,-0.656231,-0.317681,-0.929054,-0.944568,0.079523,-0.99905,-0.961317
Cluster_28-CrossR-Replica_1,-0.267653,-1.022516,-0.821047,-0.987881,-0.489788,-0.906623,-0.846146,-0.331064,-0.731759,-0.961317
Cluster_28-CrossR-Replica_10,-0.811013,-1.046419,-0.976417,-0.861048,-0.742959,-0.843331,-0.981181,0.079799,-0.987528,-0.961317
Cluster_28-CrossR-Replica_2,-0.266297,-1.027674,-0.884275,-0.921083,0.336424,-0.941368,-0.84438,999.0,-0.903789,-0.961317
Cluster_28-CrossR-Replica_3,-0.507589,-1.026921,-0.972763,-0.921192,-0.502184,-0.906159,-1.038199,999.0,-0.794766,-0.961317
Cluster_28-CrossR-Replica_4,-0.507792,-0.949277,-0.612499,-1.001902,-0.303493,-0.993672,-0.953028,999.0,-0.903813,-0.961317
Cluster_28-CrossR-Replica_5,0.148131,-0.979183,-1.057151,-0.998672,999.0,-1.05072,-0.934903,0.082479,-0.490801,-0.961317
Cluster_28-CrossR-Replica_6,0.146906,-0.866726,-0.845647,-1.025457,-0.74344,-1.060599,-0.972312,0.081095,-0.950319,-0.961317
Cluster_28-CrossR-Replica_7,-0.813536,-0.996476,-1.165523,-0.998621,-0.316858,-0.951433,-0.855819,0.079345,-0.946939,-0.961317
Cluster_28-CrossR-Replica_8,-0.81266,-0.79986,-0.941799,-0.846338,-0.62154,-0.857164,-1.061076,-0.745181,-0.657738,-0.961317
Cluster_28-CrossR-Replica_9,999.0,-0.949914,-0.695187,-0.960765,-0.489186,-0.917699,-0.953672,999.0,-0.99905,-0.961317
Cluster_29-CrossR-Replica_1,999.0,-0.653469,-1.245212,-0.720234,999.0,-0.96238,-0.954838,0.082164,-0.731759,-0.961317
Cluster_29-CrossR-Replica_10,999.0,-0.896595,-0.843386,-1.152897,-0.329732,-0.76001,-1.046577,999.0,-1.333193,-0.961317
Cluster_29-CrossR-Replica_2,999.0,-0.514855,-0.798964,-1.059763,999.0,-1.197632,-0.915799,999.0,-0.851916,-0.961317
Cluster_29-CrossR-Replica_3,999.0,-0.73748,-0.989555,-0.795218,-0.088957,-0.961916,-0.776534,999.0,-1.036489,-0.961317
Cluster_29-CrossR-Replica_4,999.0,-0.694451,-1.139625,-0.878116,-0.474998,-1.160104,-0.961995,-0.745598,-0.851941,-0.961317
Cluster_29-CrossR-Replica_5,0.148131,-0.565956,-0.885648,-0.986121,-0.331933,-0.929047,-0.979746,0.082479,-0.732523,-0.961317
Cluster_29-CrossR-Replica_6,999.0,-0.453498,-1.101396,-0.79554,-1.047974,-0.590551,-0.926784,0.081095,-1.074105,-0.961317
Cluster_29-CrossR-Replica_7,999.0,-1.213862,-0.752296,-1.214972,-0.488363,-0.962175,-0.845078,999.0,-0.244271,-0.961317
Cluster_29-CrossR-Replica_8,-0.679631,-0.79986,-0.510226,-1.013801,-1.034767,-0.939933,-0.845196,999.0,-0.377541,-0.961317
Cluster_29-CrossR-Replica_9,999.0,-0.803781,-0.817277,-0.633732,-0.075958,-1.022558,-0.988752,999.0,-1.181107,-0.961317
Cluster_3-CrossR-Replica_1,-0.267653,-0.922925,-1.306939,-1.092331,-0.489788,-1.086831,-1.171972,0.082164,-0.794571,-1.165767
Cluster_3-CrossR-Replica_10,-1.091211,-1.166051,-1.070744,-1.143203,-1.047494,-1.399866,-1.178058,0.079799,-0.987528,-1.165767
Cluster_3-CrossR-Replica_2,-0.508019,-1.004292,-1.151923,-0.891996,-0.490031,-1.218799,-1.08248,999.0,-0.951507,-1.165767
Cluster_3-CrossR-Replica_3,-0.507589,-1.18685,-1.29409,-0.962323,-1.290164,-1.277002,-1.090722,-0.574766,-0.903459,-1.165767
Cluster_3-CrossR-Replica_4,0.147158,-1.146154,-1.462034,-1.191752,-0.808619,-1.197144,-1.304446,0.080857,-0.732309,-1.165767
Cluster_3-CrossR-Replica_5,0.148131,-0.87049,-1.224921,-1.090571,-1.158388,-1.159413,-1.257779,-0.330749,-1.317255,-1.165767
Cluster_3-CrossR-Replica_6,999.0,-1.045637,-0.886778,-1.12413,-0.501717,-1.204371,-1.046414,-0.332132,-0.731096,-1.165767
Cluster_3-CrossR-Replica_7,-0.813536,-1.276674,-1.099944,-1.141505,-0.90159,-1.245029,-1.183327,-0.74711,-0.485993,-1.165767
Cluster_3-CrossR-Replica_8,-0.508126,-1.24532,-1.212894,-1.124518,-0.317005,-1.159156,-1.111687,-0.986903,-1.382906,-1.165767
Cluster_3-CrossR-Replica_9,-0.506728,-0.89568,-0.954705,-1.493625,-0.822807,-1.380406,-1.083079,999.0,-0.95487,-1.165767
Cluster_30-CrossR-Replica_1,0.145575,-0.866105,-0.992552,-1.162549,-1.418694,-0.96238,-0.812707,999.0,-1.236885,-0.961317
Cluster_30-CrossR-Replica_10,999.0,-0.511101,-0.864306,-1.143203,-0.329732,-0.991713,-0.670858,999.0,0.585776,-0.961317
Cluster_30-CrossR-Replica_2,0.146931,-0.245399,-1.112602,-0.611798,999.0,-0.482259,-0.483025,999.0,0.164389,-0.961317
Cluster_30-CrossR-Replica_3,999.0,-0.87051,-0.839731,-0.679469,-0.088957,-0.906159,-0.698664,999.0,-0.490232,-0.961317
Cluster_30-CrossR-Replica_4,999.0,-1.107679,-1.071028,-0.97653,999.0,-1.144618,-0.833396,0.080857,-0.248863,-0.961317
Cluster_30-CrossR-Replica_5,999.0,0.502222,-0.47242,-0.8594,999.0,-1.086323,-1.029455,999.0,-0.795335,-0.961317
Cluster_30-CrossR-Replica_6,999.0,-0.510319,-0.098799,-1.163237,-1.518022,-0.791143,-1.076607,999.0,-0.076146,-0.961317
Cluster_30-CrossR-Replica_7,-0.509001,-0.145685,-0.865115,-1.101072,-0.316858,-0.929351,-0.624648,999.0,-0.577892,-0.961317
Cluster_30-CrossR-Replica_8,999.0,-0.558137,-1.010005,-1.191358,-0.62154,-0.939933,-0.845196,0.081274,-0.847588,-0.961317
Cluster_30-CrossR-Replica_9,-0.265005,-1.045504,-0.28196,-0.999241,-0.317681,-0.818107,-0.799964,999.0,-0.252202,-0.961317
Cluster_31-CrossR-Replica_1,0.145575,-0.895191,-0.922336,-1.123442,0.336667,-1.128538,-1.05443,999.0,-0.490037,-0.970283
Cluster_31-CrossR-Replica_10,0.148472,-0.836929,-1.164715,-0.920713,-0.088009,-0.971153,-0.945576,0.079799,-1.028659,-0.970283
Cluster_31-CrossR-Replica_2,0.146931,-0.871263,-1.084867,-0.988138,-0.490031,-1.175685,-0.855122,999.0,-0.851916,-0.970283
Cluster_31-CrossR-Replica_3,0.147361,-1.003539,-1.220136,-0.948925,0.324271,-0.917736,-0.834459,999.0,-0.851586,-0.970283
Cluster_31-CrossR-Replica_4,999.0,-0.895043,-0.884801,-0.963427,-0.608027,-0.84529,-0.988108,-0.745598,-0.732309,-0.970283
Cluster_31-CrossR-Replica_5,-0.265097,-0.773603,-0.844517,-1.057746,-0.331933,-0.929047,-0.944142,999.0,-1.177983,-0.970283
Cluster_31-CrossR-Replica_6,999.0,-1.127997,-1.011804,-1.060195,-0.74344,-0.993759,-0.823741,-0.332132,-0.793907,-0.970283
Cluster_31-CrossR-Replica_7,-1.014127,-1.16199,-0.865115,-1.022958,-0.730085,-1.032393,-1.075861,-0.333883,-0.790528,-0.970283
Cluster_31-CrossR-Replica_8,0.146824,-0.605856,-0.904525,-0.963033,-0.822132,-1.151464,-0.800181,999.0,-0.899461,-0.970283
Cluster_31-CrossR-Replica_9,-0.811262,-1.146791,-0.97199,-0.859969,999.0,-1.077627,-0.944568,999.0,-0.798459,-0.970283
Cluster_32-CrossR-Replica_1,0.145575,-0.835525,-0.775166,-1.024769,-0.318283,-0.918199,-0.846146,0.082164,-0.851391,-0.970283
Cluster_32-CrossR-Replica_10,-0.677983,-0.804696,-0.959132,-0.974947,-0.742959,-0.927777,-0.88784,0.079799,-0.724124,-0.970283
Cluster_32-CrossR-Replica_2,-0.679524,-1.004292,-0.843144,-0.845518,-0.731753,-0.918869,-0.775516,-0.745133,-0.903789,-0.970283
Cluster_32-CrossR-Replica_3,-0.265866,-1.092022,-1.005888,-1.048517,-0.33068,-0.818144,-1.005964,-0.333043,-0.794766,-0.970283
Cluster_32-CrossR-Replica_4,-0.507792,-0.803144,-0.993494,-0.90793,-0.303493,-0.993672,-0.953028,999.0,-0.903813,-0.970283
Cluster_32-CrossR-Replica_5,-0.678324,-0.839911,-0.960263,-0.986121,-0.745161,-0.94019,-0.906282,-0.330749,-0.852155,-0.970283
Cluster_32-CrossR-Replica_6,-0.266321,-0.999755,-0.866567,-1.025457,-0.501717,-0.940967,-0.945413,999.0,-0.660878,-0.970283
Cluster_32-CrossR-Replica_7,-0.267279,-0.996476,-0.67269,-0.933043,-1.143313,-0.882569,-0.906806,0.079345,-0.727716,-0.970283
Cluster_32-CrossR-Replica_8,-0.679631,-0.765784,-1.010005,-1.013801,-0.901738,-0.972166,-0.845196,0.081274,-0.578132,-0.970283
Cluster_32-CrossR-Replica_9,-1.09146,-0.999623,-0.918566,-0.999241,-0.317681,-0.818107,-0.962639,999.0,-0.493924,-0.970283
Cluster_33-CrossR-Replica_1,999.0,-0.866105,-0.863648,-1.092331,0.336667,-0.215531,-0.989919,999.0,999.0,-0.952213
Cluster_33-CrossR-Replica_10,999.0,999.0,-0.096538,-0.794739,999.0,-0.62698,-0.95468,999.0,-1.834903,-0.952213
Cluster_33-CrossR-Replica_2,999.0,-1.238012,-1.277291,-1.048407,999.0,-0.883443,-1.03718,999.0,-0.662066,-0.952213
Cluster_33-CrossR-Replica_3,999.0,0.502202,-0.839731,0.893834,-0.743907,-0.698512,-0.926358,999.0,-1.036489,-0.952213
Cluster_33-CrossR-Replica_4,999.0,-0.895043,-0.904347,-0.778525,999.0,-0.858111,-1.235481,999.0,-1.42986,-0.952213
Cluster_33-CrossR-Replica_5,-1.574997,-0.324233,-0.994341,-1.141556,-1.432344,-0.8181,-1.375437,999.0,-0.795335,-0.952213
Cluster_33-CrossR-Replica_6,-1.426398,-0.562192,-0.47355,-1.048839,999.0,-0.9732,-0.640881,999.0,999.0,-0.952213
Cluster_33-CrossR-Replica_7,999.0,-0.558912,-0.885325,-0.960146,999.0,-0.929351,-1.068454,999.0,-0.485993,-0.952213
Cluster_33-CrossR-Replica_8,999.0,-0.919492,-0.230028,-1.013801,999.0,-1.196197,-0.855937,-1.607778,999.0,-0.952213
Cluster_33-CrossR-Replica_9,999.0,-0.609777,-1.273105,1.308619,999.0,-1.330926,-0.108873,999.0,999.0,-0.952213
Cluster_34-CrossR-Replica_1,999.0,-1.066696,-1.112185,-1.000432,-1.236637,-0.894818,-0.846146,999.0,-1.291119,-0.952213
Cluster_34-CrossR-Replica_10,0.148472,-0.696003,-0.864306,-0.961844,0.325218,-0.893039,-1.126186,999.0,-0.724124,-0.952213
Cluster_34-CrossR-Replica_2,-0.266297,-0.458035,-0.642553,-1.250634,-1.27801,-0.845778,-1.418173,999.0,-0.995687,-0.952213
Cluster_34-CrossR-Replica_3,999.0,-0.457282,0.078622,-1.071016,-0.915412,-0.628295,-0.81196,999.0,0.164718,-0.952213
Cluster_34-CrossR-Replica_4,-1.162742,-1.164499,-0.471573,-0.796322,-1.434482,-0.882955,-0.915754,999.0,-0.582485,-0.952213
Cluster_34-CrossR-Replica_5,0.148131,-0.324233,-0.700745,-1.264731,999.0,-0.882265,-0.876215,-1.347054,-0.582699,-0.952213
Cluster_34-CrossR-Replica_6,999.0,-0.733696,-1.08737,-0.700712,-0.330212,-0.9732,-1.038624,999.0,-1.290456,-0.952213
Cluster_34-CrossR-Replica_7,-1.093734,-0.863447,-0.287196,-1.057696,-1.276342,-0.504767,-0.845078,0.079345,-0.727716,-0.952213
Cluster_34-CrossR-Replica_8,999.0,0.51004,-0.822167,-1.114327,-1.531315,-0.790109,-0.640252,999.0,-1.173416,-0.952213
Cluster_34-CrossR-Replica_9,0.148223,0.919346,-0.425731,-0.933662,-0.075958,-0.52697,-0.822896,999.0,-0.735647,-0.952213
Cluster_35-CrossR-Replica_1,-0.267653,-1.087616,-0.975759,-0.97506,-0.076561,-0.918199,-0.927105,0.082164,-0.581935,-0.952213
Cluster_35-CrossR-Replica_10,-0.506478,-1.023919,-0.99321,-1.024656,-0.634266,-0.774731,-1.09131,-0.333428,-0.724124,-0.952213
Cluster_35-CrossR-Replica_2,-0.508019,-0.954583,-0.976175,-0.906716,-0.490031,-0.963049,-1.029282,0.081322,-1.111436,-0.952213
Cluster_35-CrossR-Replica_3,-0.507589,-0.899597,-1.122585,-1.025135,-0.835806,-0.894354,-0.834459,0.080184,-0.794766,-0.952213
Cluster_35-CrossR-Replica_4,-0.679297,-0.974649,-1.025728,-0.893209,-0.474998,-0.918381,-1.021234,0.080857,-0.851941,-0.952213
Cluster_35-CrossR-Replica_5,-0.506819,-0.979183,-0.885648,-0.960197,-0.83706,-0.714802,-0.915972,999.0,-0.582699,-0.952213
Cluster_35-CrossR-Replica_6,0.146906,-1.067318,-0.978678,-1.144004,-0.330212,-0.845377,-0.907553,999.0,-0.731096,-0.952213
Cluster_35-CrossR-Replica_7,-0.267279,-0.946767,-0.844194,-0.973249,-0.075135,-0.940494,-0.926037,999.0,-1.106868,-0.952213
Cluster_35-CrossR-Replica_8,-0.508126,-1.041582,-1.056482,-0.976136,-0.730233,-0.982534,-1.013986,999.0,-0.727956,-0.952213
Cluster_35-CrossR-Replica_9,-0.506728,-0.999623,-0.899635,-0.890548,-0.822807,-0.894317,-0.953672,0.079523,-0.385231,-0.952213
Cluster_36-CrossR-Replica_1,0.145575,-0.509697,-1.353907,-0.86116,-0.903016,-0.682182,-0.846146,999.0,-1.074769,-0.942974
Cluster_36-CrossR-Replica_10,999.0,-0.511101,-1.040928,-0.776942,-0.501237,-0.62698,-0.907716,0.079799,-0.943348,-0.942974
Cluster_36-CrossR-Replica_2,-0.812554,-0.458035,-0.385736,-0.845518,-0.62306,-1.00418,-0.5215,999.0,-0.732284,-0.942974
Cluster_36-CrossR-Replica_3,999.0,-1.092022,-0.772169,-0.759076,0.324271,-1.032134,-0.575942,999.0,-0.851586,-0.942974
Cluster_36-CrossR-Replica_4,-0.679297,-0.769068,-1.056304,-1.038044,-0.716721,-0.882955,-0.988108,0.080857,-0.79512,-0.942974
Cluster_36-CrossR-Replica_5,-0.265097,-1.071082,-0.924125,-0.738022,-0.331933,-1.077619,-0.876215,999.0,-1.075533,-0.942974
Cluster_36-CrossR-Replica_6,-0.679549,-0.975419,-1.073005,-0.740471,-0.914945,-0.776777,-0.867118,999.0,-0.731096,-0.942974
Cluster_36-CrossR-Replica_7,0.145949,-1.444441,-1.113652,-1.09052,-1.09144,-0.870276,-0.776213,999.0,-0.577892,-0.942974
Cluster_36-CrossR-Replica_8,0.146824,-1.084183,-0.776286,-0.877722,-0.317005,-0.775743,-0.997422,999.0,-1.337025,-0.942974
Cluster_36-CrossR-Replica_9,999.0,-0.695088,-0.771396,-1.296276,-0.075958,-0.940198,-0.876641,999.0,-0.95487,-0.942974
Cluster_37-CrossR-Replica_1,0.145575,-1.045015,-0.863648,-0.90646,-0.489788,-1.060331,-0.898018,-0.877321,-0.995163,-0.933583
Cluster_37-CrossR-Replica_10,-0.677983,-0.654872,-0.904063,-0.861048,-0.634266,-0.713532,-0.926947,-0.333428,-0.895629,-0.933583
Cluster_37-CrossR-Replica_2,-0.812554,-0.871263,-1.040686,-1.059763,-0.490031,-0.819277,-0.737851,999.0,-0.381868,-0.933583
Cluster_37-CrossR-Replica_3,-0.265866,-0.773622,-0.722461,-1.103249,-0.835806,-0.894354,-0.944988,999.0,-0.903459,-0.933583
Cluster_37-CrossR-Replica_4,0.147158,-1.066548,-1.164999,-0.97653,-0.474998,-0.858111,-1.013126,999.0,-0.490586,-0.933583
Cluster_37-CrossR-Replica_5,999.0,-1.049401,-0.865437,-0.793092,-0.83706,-0.982791,-0.844553,-0.572471,-0.490801,-0.933583
Cluster_37-CrossR-Replica_6,-0.266321,-1.127997,-1.073005,-0.829616,-0.914945,-0.951906,-0.887677,0.081095,-0.902601,-0.933583
Cluster_37-CrossR-Replica_7,-0.509001,-0.97214,-0.942146,-0.843451,-0.488363,-0.882569,-0.906806,999.0,-0.485993,-0.933583
Cluster_37-CrossR-Replica_8,999.0,-1.179012,-0.976879,-0.813209,-0.62154,-0.972166,-0.876858,999.0,-0.947179,-0.933583
Cluster_37-CrossR-Replica_9,-0.506728,-0.562059,-1.021017,-1.069458,-0.075958,-0.951137,-0.799964,-0.333705,-0.798459,-0.933583
Cluster_38-CrossR-Replica_1,0.145575,-0.803293,-1.070086,-0.794852,-1.092866,-0.894818,-0.998371,999.0,-0.661542,-0.933583
Cluster_38-CrossR-Replica_10,0.148472,-0.734478,-0.922994,-0.861048,-0.329732,-1.058553,-0.625558,999.0,-1.169585,-0.933583
Cluster_38-CrossR-Replica_2,-0.266297,-0.871263,-0.992968,-0.845518,-0.823652,-0.791544,-0.855122,999.0,-0.248839,-0.933583
Cluster_38-CrossR-Replica_3,0.147361,-0.899597,-0.576328,-0.812499,-1.157134,-0.982836,-0.916817,0.080184,-0.731954,-0.933583
Cluster_38-CrossR-Replica_4,999.0,-1.022367,-0.672165,-1.001902,-0.303493,-0.951819,-0.915754,999.0,-0.662091,-0.933583
Cluster_38-CrossR-Replica_5,0.148131,-0.839911,-0.942468,-0.8594,-0.331933,-0.8181,-1.029455,0.082479,-0.951746,-0.933583
Cluster_38-CrossR-Replica_6,-0.266321,-0.866726,-0.674142,-0.84595,0.324738,-0.940967,-0.877486,0.081095,-0.076146,-0.933583
Cluster_38-CrossR-Replica_7,-0.267279,-0.863447,-0.800015,-0.446122,-0.316858,-0.831801,-1.005643,0.079345,-0.847348,-0.933583
Cluster_38-CrossR-Replica_8,999.0,-0.558137,-0.843848,-1.001508,-0.317005,-0.894052,-1.045786,0.081274,-0.947179,-0.933583
Cluster_38-CrossR-Replica_9,-0.506728,-0.836014,-0.74706,-0.960765,-0.822807,-0.917699,-0.906708,-0.575427,-0.665429,-0.933583
Cluster_39-CrossR-Replica_1,0.145575,-0.835525,-1.176348,-0.86116,-0.318283,-0.818608,-0.936495,999.0,-0.076809,-0.924043
Cluster_39-CrossR-Replica_10,-0.506478,-0.654872,-0.726115,-0.776942,-0.834858,-0.830228,-0.867281,0.079799,-0.987528,-0.924043
Cluster_39-CrossR-Replica_2,-0.266297,-0.954583,-0.941095,-0.876902,-0.490031,-0.930224,-1.03718,0.081322,-0.58246,-0.924043
Cluster_39-CrossR-Replica_3,-0.265866,-0.899597,-0.69596,-0.845628,-0.33068,-0.844645,-0.997624,0.080184,-0.903459,-0.924043
Cluster_39-CrossR-Replica_4,-0.26607,-0.732926,-1.009827,-1.144786,-0.608027,-1.051411,-0.988108,999.0,-0.851941,-0.924043
Cluster_39-CrossR-Replica_5,-0.265097,-0.927311,-0.800337,-0.677343,-0.331933,-0.8181,-0.787732,-0.330749,-1.075533,-0.924043
Cluster_39-CrossR-Replica_6,999.0,-0.999755,-1.191314,-1.001121,-0.914945,-1.023327,-0.936174,999.0,-0.38068,-0.924043
Cluster_39-CrossR-Replica_7,0.145949,-0.996476,-1.026253,-0.775244,-0.316858,-0.929351,-0.906806,999.0,-0.657498,-0.924043
Cluster_39-CrossR-Replica_8,0.146824,-1.260806,-0.923456,-0.93593,-0.317005,-0.882008,-0.855937,999.0,-0.847588,-0.924043
Cluster_39-CrossR-Replica_9,-0.678232,-0.836014,-0.97199,-0.933662,-0.075958,-0.929054,-0.83404,0.079523,-0.735647,-0.924043
Cluster_4-CrossR-Replica_1,0.145575,-0.949425,-1.055362,-1.000432,-0.973233,-1.078128,-1.14633,-0.877321,-1.074769,-1.139557
Cluster_4-CrossR-Replica_10,0.148472,-1.234258,-0.99321,-1.282068,-0.501237,-1.011587,-1.184237,-0.879685,-1.028659,-1.139557
Cluster_4-CrossR-Replica_2,-0.921247,-1.004292,-1.188811,-1.258746,-1.036288,-1.112873,-1.103901,0.081322,-1.177744,-1.139557
Cluster_4-CrossR-Replica_3,-0.679094,-1.071102,-1.095481,-1.217148,-0.635214,-1.217666,-1.138994,999.0,-1.074964,-1.139557
Cluster_4-CrossR-Replica_4,-1.092525,-0.895043,-1.113127,-1.114721,-0.716721,-1.238754,-1.075119,-0.574093,-1.237435,-1.139557
Cluster_4-CrossR-Replica_5,0.148131,-1.169033,-1.12737,-1.160789,-0.83706,-1.136031,-1.082653,0.082479,-1.177983,-1.139557
Cluster_4-CrossR-Replica_6,-0.266321,-1.108449,-1.226051,-1.163237,-0.634747,-1.112472,-1.214037,-0.573855,-1.110247,-1.139557
Cluster_4-CrossR-Replica_7,-0.509001,-1.084959,-0.994018,-1.188471,-1.417268,-1.077923,-1.118462,-1.160338,-0.946939,-1.139557
Cluster_4-CrossR-Replica_8,-0.679631,-0.971365,-1.126701,-0.949636,-0.822132,-1.217365,-1.284925,999.0,-1.032491,-1.139557
Cluster_4-CrossR-Replica_9,-0.811262,-1.108316,-1.241443,-1.046959,-1.035443,-0.972431,-1.005545,0.079523,-1.040181,-1.139557
Cluster_40-CrossR-Replica_1,999.0,-1.540603,-0.903405,-0.777055,-0.622818,-0.940699,-0.856887,999.0,-0.581935,-0.924043
Cluster_40-CrossR-Replica_10,999.0,-0.77062,-0.751487,-0.56172,-0.634266,-0.645325,-0.972476,0.079799,-0.843756,-0.924043
Cluster_40-CrossR-Replica_2,999.0,-1.15146,-1.084867,-0.448189,-1.144981,-0.883443,-1.052664,999.0,0.164389,-0.924043
Cluster_40-CrossR-Replica_3,0.147361,-1.473587,-0.60856,-0.478878,-0.98563,-0.746231,-0.997624,0.080184,-0.381539,-0.924043
Cluster_40-CrossR-Replica_4,0.147158,-0.865956,-0.79949,-0.846732,-0.716721,-1.308227,-0.906064,-0.332371,0.164364,-0.924043
Cluster_40-CrossR-Replica_5,999.0,-1.026902,-1.153296,-0.476752,-0.745161,-0.548644,-0.996779,999.0,-1.430074,-0.924043
Cluster_40-CrossR-Replica_6,999.0,-1.108449,-0.728376,-0.740471,-0.501717,-1.128806,-0.726192,-0.332132,-1.340164,-0.924043
Cluster_40-CrossR-Replica_7,999.0,-0.606631,-0.472098,-0.998621,-0.488363,-0.993286,-0.87674,999.0,-1.232842,-0.924043
Cluster_40-CrossR-Replica_8,0.146824,-0.832093,-0.612677,-0.635999,-0.730233,-0.869715,-0.916615,999.0,0.168716,-0.924043
Cluster_40-CrossR-Replica_9,0.148223,-0.769706,-0.936909,-1.035383,-0.972631,-0.698475,-0.73845,0.079523,-0.493924,-0.924043
Cluster_41-CrossR-Replica_1,-1.164325,-1.362653,-1.151507,-0.720234,-0.82341,-1.103866,-0.945735,999.0,-0.076809,-0.924043
Cluster_41-CrossR-Replica_10,999.0,0.263481,-0.166755,-0.758597,999.0,-0.893039,-0.88784,999.0,-0.5743,-0.924043
Cluster_41-CrossR-Replica_2,-0.266297,-0.566728,-0.775582,-0.861417,-0.823652,-0.731878,-0.865674,999.0,0.164389,-0.924043
Cluster_41-CrossR-Replica_3,999.0,-0.457282,-0.69596,-1.059872,-0.502184,-0.88231,-1.097863,999.0,-0.951177,-0.924043
Cluster_41-CrossR-Replica_4,999.0,0.919984,-1.212716,-1.001902,999.0,-1.136722,-1.338522,999.0,-0.662091,-0.924043
Cluster_41-CrossR-Replica_5,0.148131,-1.473568,-1.190183,0.654238,-0.090211,-1.313468,-0.925512,999.0,-0.852155,-0.924043
