,10,100,150,200,25,250,300,5,50,full-sampling
Cluster_25-CrossR-Replica_6,999.0,-1.052749,999.0,-1.62741,999.0,-0.571398,-0.011237,999.0,-1.354434,-0.844461
Cluster_25-CrossR-Replica_7,999.0,-0.54746,-0.410492,-0.857767,999.0,-0.769891,-1.378623,999.0,0.590248,-0.844461
Cluster_25-CrossR-Replica_8,999.0,999.0,-0.782479,-0.85496,999.0,-1.283999,-1.171497,999.0,999.0,-0.844461
Cluster_25-CrossR-Replica_9,999.0,-0.636434,-0.845335,-1.081854,999.0,-0.931123,-0.969372,999.0,999.0,-0.844461
Cluster_26-CrossR-Replica_1,-0.26155,-0.223753,-0.623895,-0.885305,-0.067868,-1.133895,-0.858125,999.0,-0.927953,-0.844461
Cluster_26-CrossR-Replica_10,-0.213455,-0.717287,-0.974972,-0.775823,-0.323041,-0.771388,-0.637273,999.0,-0.644585,-0.844461
Cluster_26-CrossR-Replica_2,999.0,-0.908979,-0.52796,-0.899296,-0.066891,-0.930769,-0.744041,999.0,-1.271363,-0.844461
Cluster_26-CrossR-Replica_3,0.150083,-0.849908,-0.844695,-0.718253,-0.309564,-0.572107,-0.745432,999.0,0.180713,-0.844461
Cluster_26-CrossR-Replica_4,-0.211526,-0.225373,-0.888135,-0.809634,-0.080576,-0.627718,-1.070545,0.084089,-0.941942,-0.844461
Cluster_26-CrossR-Replica_5,-0.503568,-0.226797,-0.939603,-0.928833,0.345969,-0.329175,-0.803546,999.0,-0.636951,-0.844461
Cluster_26-CrossR-Replica_6,999.0,-1.008568,-0.561271,-1.103808,999.0,-0.571398,-1.050327,999.0,-1.064993,-0.844461
Cluster_26-CrossR-Replica_7,999.0,-0.68049,-0.92167,-1.00589,-0.466996,-0.643917,-1.063996,999.0,-0.569828,-0.844461
Cluster_26-CrossR-Replica_8,-0.261767,-0.595647,-0.759096,-0.913168,-0.677347,-0.610704,-0.827136,-0.327501,-0.649102,-0.844461
Cluster_26-CrossR-Replica_9,-0.262115,-1.11034,-0.780235,-0.899797,0.359711,-0.886108,-0.678864,-0.569963,-0.890568,-0.844461
Cluster_27-CrossR-Replica_1,-0.674778,-0.545082,-0.319361,-0.324327,999.0,-0.864439,-1.011365,0.084541,-1.293462,-0.844461
Cluster_27-CrossR-Replica_10,999.0,-0.95901,-0.780968,-0.809899,-1.423451,-0.910068,-0.858785,999.0,-1.12803,-0.844461
Cluster_27-CrossR-Replica_2,999.0,-0.134397,-1.038073,-0.913324,-0.308614,-0.861905,-0.744041,999.0,-0.361587,-0.844461
Cluster_27-CrossR-Replica_3,-1.423221,-0.906728,-0.756213,-0.100575,-0.481069,-0.985335,-0.280333,999.0,-0.06101,-0.844461
Cluster_27-CrossR-Replica_4,-0.453249,-1.167577,-0.655953,-0.567911,999.0,-0.785517,-1.280303,999.0,-1.065729,-0.844461
Cluster_27-CrossR-Replica_5,999.0,-0.306403,-0.706586,-1.005042,999.0,-0.590445,-0.705997,999.0,-1.152629,-0.844461
Cluster_27-CrossR-Replica_6,-0.675275,-1.031068,-0.824675,-1.222521,0.346088,-1.148631,-1.229239,0.203689,-0.841615,-0.844461
Cluster_27-CrossR-Replica_7,-0.675026,-0.54746,-0.451623,-0.681145,-0.295491,-0.588848,-0.757032,999.0,-0.236207,-0.844461
Cluster_27-CrossR-Replica_8,0.151461,-1.202878,-0.26966,-0.285321,-0.26412,-0.888569,-1.0796,999.0,0.59058,-0.844461
Cluster_27-CrossR-Replica_9,999.0,-1.199485,-0.367007,-0.636393,999.0,-1.237821,-1.119194,999.0,-0.064113,-0.844461
Cluster_28-CrossR-Replica_1,999.0,-0.023162,-0.45239,-1.026996,0.345359,-1.050961,-0.573801,0.084541,0.187943,-0.844461
Cluster_28-CrossR-Replica_10,-0.213455,-0.95901,-0.885825,-1.335945,0.331909,-0.863286,-1.057906,999.0,-1.347253,-0.844461
Cluster_28-CrossR-Replica_2,-0.262578,-1.374079,-1.007497,-1.366757,999.0,-0.91983,-0.635349,-1.15598,-0.228558,-0.844461
Cluster_28-CrossR-Replica_3,-1.635857,-0.958601,-0.802094,-0.590012,-0.81469,-0.628928,-1.15866,999.0,0.180713,-0.844461
Cluster_28-CrossR-Replica_4,-0.211526,0.279753,-0.37005,-0.61563,999.0,-1.031843,-0.635372,999.0,-0.722719,-0.844461
Cluster_28-CrossR-Replica_5,999.0,-1.074172,-0.921808,-0.942231,-0.067259,-0.662796,-0.401462,999.0,-1.291901,-0.844461
Cluster_28-CrossR-Replica_6,0.15118,-1.168497,-0.267677,-0.202062,-0.308862,-0.551187,-0.77013,-0.209539,-0.371568,-0.844461
Cluster_28-CrossR-Replica_7,999.0,-1.308337,-0.592548,-0.459633,-0.053769,-0.528169,-0.573235,999.0,0.177021,-0.844461
Cluster_28-CrossR-Replica_8,999.0,-1.132661,-0.26966,-0.456826,-0.435625,-0.800554,-0.944795,999.0,0.177353,-0.844461
Cluster_28-CrossR-Replica_9,999.0,-0.022614,-1.133194,-0.87071,-0.053516,-0.678461,-0.867452,0.084987,-0.838695,-0.844461
Cluster_29-CrossR-Replica_1,0.151677,-0.716587,-0.527008,-0.824107,-0.614125,-0.944045,-0.897882,-0.328687,-0.225284,-0.844461
Cluster_29-CrossR-Replica_10,-0.759712,-1.130515,-0.681377,-0.775823,-0.736269,-0.757022,-0.898542,999.0,-0.059852,-0.844461
Cluster_29-CrossR-Replica_2,-0.262578,-1.113429,-0.803758,-0.737179,-0.721841,-0.725826,-0.744041,999.0,-0.47028,-0.844461
Cluster_29-CrossR-Replica_3,0.150083,-0.958601,-0.623184,-0.940428,-0.067841,-0.786727,-0.793151,0.085015,-0.566136,-0.844461
Cluster_29-CrossR-Replica_4,-0.453249,-0.494829,-0.759896,-0.872446,-0.907031,-0.727309,-0.942881,-0.329138,-0.941942,-0.844461
Cluster_29-CrossR-Replica_5,999.0,-0.595844,-1.005915,-0.792407,999.0,-0.863388,-0.768808,999.0,-0.465446,-0.844461
Cluster_29-CrossR-Replica_6,-0.675275,-1.008568,-1.022217,-0.91522,-0.72209,-0.696425,-0.693921,-0.209539,-0.651766,-0.844461
Cluster_29-CrossR-Replica_7,-0.261799,-0.718965,-0.939466,-0.720904,-0.466996,-0.873834,-0.877769,999.0,-0.839284,-0.844461
Cluster_29-CrossR-Replica_8,-0.261767,-0.961156,-0.867789,-0.991039,-1.038702,-0.852427,-0.793697,999.0,-0.782132,-0.844461
Cluster_29-CrossR-Replica_9,0.151113,-0.849069,-0.845335,-0.807898,-0.599773,-0.661667,-0.792161,0.084987,-0.838695,-0.844461
Cluster_3-CrossR-Replica_1,-1.221035,-0.932937,-0.319361,-0.927404,-0.481096,-1.149182,-1.042343,-1.288171,-1.15419,-1.0496
Cluster_3-CrossR-Replica_10,0.199773,-1.166657,-0.95818,-1.239461,-0.736269,-1.155528,-1.107322,999.0,-0.978206,-1.0496
Cluster_3-CrossR-Replica_2,0.150649,-0.821579,-0.757876,-0.978902,-1.439603,-0.528283,-0.968971,-1.226197,-0.641785,-1.0496
Cluster_3-CrossR-Replica_3,999.0,-1.166248,-1.093232,-1.168753,-0.481069,-0.933462,-1.099974,999.0,-0.979363,-1.0496
Cluster_3-CrossR-Replica_4,999.0,-1.233885,-0.977282,-1.073037,-1.196472,-0.825723,-0.705589,999.0,-1.168179,-1.0496
Cluster_3-CrossR-Replica_5,-0.261845,-0.90948,-0.921808,-0.980706,-0.308981,-0.590445,-1.163879,999.0,-1.516829,-1.0496
Cluster_3-CrossR-Replica_6,999.0,-1.031068,-0.845595,-0.928925,-0.963813,-0.663297,-1.011853,999.0,0.174689,-1.0496
Cluster_3-CrossR-Replica_7,999.0,-0.908815,-0.92167,-0.842281,-0.295491,-1.161438,-1.010799,999.0,-0.569828,-1.0496
Cluster_3-CrossR-Replica_8,999.0,-0.496055,-1.184129,-0.940271,-1.223604,-0.911501,-0.858798,999.0,-1.678805,-1.0496
Cluster_3-CrossR-Replica_9,-0.675342,-0.90589,-1.107268,-1.06056,-0.295239,-0.784388,-1.002497,999.0,-1.493645,-1.0496
Cluster_30-CrossR-Replica_1,999.0,-1.129814,-0.904095,-0.966726,-0.481096,-0.911221,-0.781448,0.084541,-0.467007,-0.83372
Cluster_30-CrossR-Replica_10,-1.03991,-1.071828,-0.453052,-0.857617,0.331909,-0.757022,-0.878996,999.0,-1.190842,-0.83372
Cluster_30-CrossR-Replica_2,999.0,-1.150701,-0.803758,-1.015044,-1.226968,-0.484103,-0.83594,999.0,-0.712003,-0.83372
Cluster_30-CrossR-Replica_3,-0.263145,-1.148451,-0.592604,-0.73718,0.345386,-0.728519,-0.503709,0.085015,-0.566136,-0.83372
Cluster_30-CrossR-Replica_4,-0.211526,-0.438009,-0.655953,-1.161887,-0.735526,-0.799222,-0.768401,999.0,-0.239274,-0.83372
Cluster_30-CrossR-Replica_5,-1.330023,-0.134898,-0.756294,-0.361898,-0.480486,-0.875432,-0.925218,-0.741995,-0.223723,-0.83372
Cluster_30-CrossR-Replica_6,999.0,-0.595341,-0.65317,-0.615289,-0.06714,-0.863888,-0.733242,999.0,-0.238538,-0.83372
Cluster_30-CrossR-Replica_7,-0.675026,-0.755107,-0.823719,-0.362745,-0.600026,-0.873834,-0.978123,-0.569044,-0.369236,-0.83372
Cluster_30-CrossR-Replica_8,999.0,-0.821884,-0.682887,-0.85496,-0.022397,-0.786849,-1.140279,999.0,-0.368904,-0.83372
Cluster_30-CrossR-Replica_9,999.0,-0.93239,-0.526936,-1.049621,0.359711,-0.589316,-0.83634,999.0,-1.098215,-0.83372
Cluster_31-CrossR-Replica_1,999.0,-0.906437,-0.45239,-0.790978,999.0,-0.99503,-1.194676,-0.570409,-0.708729,-0.822781
Cluster_31-CrossR-Replica_10,-1.489279,-0.132555,-0.0783,-0.842132,-0.081319,-0.910068,-1.057906,0.205579,-0.059852,-0.822781
Cluster_31-CrossR-Replica_2,-1.538403,-0.547624,-0.36803,-0.657573,-1.226968,-0.297112,-0.705566,999.0,-0.774815,-0.822781
Cluster_31-CrossR-Replica_3,999.0,-0.224044,-0.802094,-0.773322,-0.067841,-0.786727,-0.60616,999.0,-0.887465,-0.822781
Cluster_31-CrossR-Replica_4,-0.453249,-0.30498,-0.001002,-0.775558,0.332652,-0.570897,-0.780207,999.0,-0.372303,-0.822781
Cluster_31-CrossR-Replica_5,0.151382,-1.053252,-0.623265,-0.28728,-0.308981,-0.875432,-0.502749,-0.57049,-0.557345,-0.822781
Cluster_31-CrossR-Replica_6,999.0,-0.547623,-0.367267,-0.615289,-0.06714,-1.050411,-1.019751,-1.485363,-0.480261,-0.822781
Cluster_31-CrossR-Replica_7,0.151429,0.278995,-0.84464,-0.046405,-0.295491,-0.797625,-0.978123,0.085906,-0.236207,-0.822781
Cluster_31-CrossR-Replica_8,999.0,-1.202878,-0.73476,-1.091565,-0.022397,-1.042277,-0.827136,999.0,-0.235875,-0.822781
Cluster_31-CrossR-Replica_9,999.0,0.28192,-0.732516,-0.913825,-0.053516,-0.784388,-0.768778,999.0,-1.60833,-0.822781
Cluster_32-CrossR-Replica_1,0.151677,-1.110887,-0.802806,-0.613768,-0.814717,-0.551738,-0.793025,0.084541,-0.467007,-0.822781
Cluster_32-CrossR-Replica_10,999.0,-1.006728,-0.803467,-0.154949,-1.391219,-0.507984,-0.161234,999.0,-1.160263,-0.822781
Cluster_32-CrossR-Replica_2,999.0,-0.025704,-1.081188,-0.043754,-0.066891,-0.588962,-0.463844,0.083703,-0.774815,-0.822781
Cluster_32-CrossR-Replica_3,999.0,-0.373868,-1.204179,-0.913325,999.0,-0.954756,-1.057373,0.085015,0.180713,-0.822781
Cluster_32-CrossR-Replica_4,999.0,0.108248,-0.414231,-0.459218,-0.626833,-0.727309,-0.780207,999.0,-0.239274,-0.822781
Cluster_32-CrossR-Replica_5,0.151382,-1.466479,-0.802176,-1.083156,999.0,-0.437868,0.323707,999.0,-0.052218,-0.822781
Cluster_32-CrossR-Replica_6,0.15118,-0.438929,-1.546679,-0.202062,999.0,-0.81312,-1.079415,0.203689,-0.371568,-0.822781
Cluster_32-CrossR-Replica_7,999.0,-1.234643,-0.779539,-1.00589,-1.509801,-0.384397,-0.906856,0.085906,-0.236207,-0.822781
Cluster_32-CrossR-Replica_8,-0.261767,-1.008874,-0.942405,-0.152291,0.39083,-0.359593,-0.557679,999.0,-0.477597,-0.822781
Cluster_32-CrossR-Replica_9,-0.262115,-0.90589,-1.158035,-0.92753,999.0,-0.741273,-0.960792,999.0,-0.235618,-0.822781
Cluster_33-CrossR-Replica_1,999.0,-0.636981,-0.41126,-0.927404,999.0,-0.591497,-0.793025,999.0,0.601171,-0.811637
Cluster_33-CrossR-Replica_10,999.0,-0.545782,-0.681377,-1.00574,-0.323041,-1.058641,-0.917473,999.0,-0.978206,-0.811637
Cluster_33-CrossR-Replica_2,999.0,-0.755271,-0.36803,-0.940427,999.0,-0.797739,-0.951687,999.0,-0.228558,-0.811637
Cluster_33-CrossR-Replica_3,999.0,-0.678403,-0.410548,-0.773322,-1.269048,-0.839754,-0.907549,999.0,0.180713,-0.811637
Cluster_33-CrossR-Replica_4,0.201701,-0.024782,-0.993615,-0.102811,-0.080576,-1.058742,-0.985787,999.0,-1.168179,-0.811637
Cluster_33-CrossR-Replica_5,0.151382,-0.640024,-0.802176,-0.458785,-0.308981,-0.437868,-0.538892,999.0,-1.011703,-0.811637
Cluster_33-CrossR-Replica_6,999.0,-0.719127,-0.367267,-0.872105,-0.72209,-1.013712,-1.050327,999.0,-1.064993,-0.811637
Cluster_33-CrossR-Replica_7,-0.261799,-0.935315,-1.18119,-0.887581,0.359459,-0.962316,-0.769076,999.0,0.177021,-0.811637
Cluster_33-CrossR-Replica_8,999.0,-1.132661,-0.595488,-0.870053,0.39083,-0.387327,-0.540398,999.0,0.59058,-0.811637
Cluster_33-CrossR-Replica_9,999.0,-0.878156,-1.051773,-0.979403,-0.295239,-0.626588,-1.063699,999.0,-0.982467,-0.811637
Cluster_34-CrossR-Replica_1,-1.088005,-0.878703,-0.756924,-0.324327,999.0,-0.839595,-0.826463,-0.328687,-0.358314,-0.811637
Cluster_34-CrossR-Replica_10,-0.213455,-1.029227,-1.037783,-0.720754,-1.097623,-0.799121,-0.80504,999.0,-0.834434,-0.811637
Cluster_34-CrossR-Replica_2,0.150649,-0.960852,-0.95847,-0.678493,-0.480119,-0.908686,-0.718669,999.0,-0.831635,-0.811637
Cluster_34-CrossR-Replica_3,999.0,-0.906728,-0.884452,-0.966352,-0.481069,-0.81383,-0.81565,999.0,-0.474237,-0.811637
Cluster_34-CrossR-Replica_4,999.0,-0.754349,-0.655953,-0.542539,-0.626833,-0.875432,-0.906181,999.0,0.587181,-0.811637
Cluster_34-CrossR-Replica_5,0.151382,-0.822081,-0.844777,-0.968155,0.345969,-0.550687,-0.6052,-0.57049,-0.76998,-0.811637
Cluster_34-CrossR-Replica_6,-0.262048,-0.438929,-0.732776,-0.542198,-0.06714,-0.680091,-0.693921,0.203689,-0.721983,-0.811637
Cluster_34-CrossR-Replica_7,-0.261799,-0.226131,-0.903327,-0.516453,-1.169665,-0.327577,-0.665134,0.085906,-1.098804,-0.811637
Cluster_34-CrossR-Replica_8,-0.808024,-0.639827,-0.887336,-0.940271,-0.568654,-0.786849,-0.720607,-0.873758,-0.06437,-0.811637
Cluster_34-CrossR-Replica_9,-0.808372,-0.592253,-0.974239,-0.807898,-1.254723,-1.012082,-0.887328,999.0,-0.719063,-0.811637
Cluster_35-CrossR-Replica_1,999.0,-0.373577,-0.922438,-0.718627,-0.614125,-0.933303,-0.858125,999.0,-0.828361,-0.800282
Cluster_35-CrossR-Replica_10,-0.626682,-0.787505,-0.780968,-0.701206,-0.627576,-0.785416,-0.816184,-0.207649,-0.934026,-0.800282
Cluster_35-CrossR-Replica_2,0.150649,-0.755271,-0.757876,-0.807397,-0.066891,-0.797739,-0.718669,0.083703,-0.641785,-0.800282
Cluster_35-CrossR-Replica_3,0.150083,-0.933228,-0.756213,-0.718253,-0.894296,-0.911379,-0.793151,-0.74144,-0.835592,-0.800282
Cluster_35-CrossR-Replica_4,-0.211526,-0.679732,-0.805777,-0.825968,-0.735526,-0.875432,-0.718693,999.0,-0.894224,-0.800282
Cluster_35-CrossR-Replica_5,-0.808102,-0.681155,-0.823857,-0.856919,-0.480486,-0.863388,-0.756765,0.08446,0.602732,-0.800282
Cluster_35-CrossR-Replica_6,0.15118,-0.755269,-0.824675,-0.680389,-0.613397,-0.727809,-0.826951,999.0,-0.841615,-0.800282
Cluster_35-CrossR-Replica_7,999.0,-0.755107,-0.731821,-0.857767,0.359459,-0.643917,-0.857559,-0.569044,-0.839284,-0.800282
Cluster_35-CrossR-Replica_8,0.151461,-0.595647,-0.682887,-0.657417,-0.677347,-0.786849,-0.622192,-0.569223,-0.649102,-0.800282
Cluster_35-CrossR-Replica_9,0.151113,-0.592253,-0.845335,-0.807898,-0.053516,-0.862258,-0.756735,999.0,-0.648846,-0.800282
Cluster_36-CrossR-Replica_1,-0.674778,-0.752729,-0.824487,-0.855491,-0.614125,-0.852146,-0.521929,-0.328687,-0.558905,-0.800282
Cluster_36-CrossR-Replica_10,999.0,-1.006728,-0.681377,-0.826233,-0.494546,-0.627616,-0.782108,0.205579,-0.886307,-0.800282
Cluster_36-CrossR-Replica_2,0.150649,-0.821579,-0.825438,-0.540302,-0.963564,-0.588962,-0.79176,0.083703,-0.47028,-0.800282
Cluster_36-CrossR-Replica_3,-0.263145,-0.819329,-0.823775,-0.823732,-0.309564,-0.786727,-0.935282,0.085015,-0.887465,-0.800282
Cluster_36-CrossR-Replica_4,0.201701,-0.438009,-0.655953,-0.720489,0.332652,-0.695925,-0.768401,999.0,-0.239274,-0.800282
Cluster_36-CrossR-Replica_5,0.151382,-0.755773,-0.864988,-0.841434,-0.814107,-0.838544,-0.867482,-0.328768,-0.636951,-0.800282
Cluster_36-CrossR-Replica_6,0.15118,-0.881244,-1.006733,-0.809293,-0.06714,-0.875932,-0.720422,999.0,-0.841615,-0.800282
Cluster_36-CrossR-Replica_7,-0.261799,-0.639359,-0.973543,-0.638544,-0.800617,-0.710226,-0.74474,0.085906,-0.891157,-0.800282
Cluster_36-CrossR-Replica_8,-0.674994,-0.935783,-0.804978,-0.635736,-0.769246,-0.827055,-0.868988,999.0,-0.890825,-0.800282
Cluster_36-CrossR-Replica_9,-0.503837,-0.544535,-0.780235,-0.885431,-0.599773,-0.77036,-0.83634,0.084987,-0.569239,-0.800282
Cluster_37-CrossR-Replica_1,-0.26155,-0.932937,-0.824487,-0.590386,-0.814717,-0.944045,-0.837205,999.0,-0.828361,-0.800282
Cluster_37-CrossR-Replica_10,-0.213455,-0.224453,-0.707878,-0.758026,-0.907773,-0.757022,-0.651994,999.0,-0.934026,-0.800282
Cluster_37-CrossR-Replica_2,0.150649,-0.852159,-1.007497,-0.613393,-0.613148,-0.849612,-0.886927,999.0,-1.157463,-0.800282
Cluster_37-CrossR-Replica_3,0.150083,-0.75302,-0.731876,-0.513803,-0.614098,-0.713033,-0.781574,-0.569936,-0.474237,-0.800282
Cluster_37-CrossR-Replica_4,999.0,-0.880323,-0.848378,-0.942663,-1.148753,-0.887237,-0.803139,999.0,-0.372303,-0.800282
Cluster_37-CrossR-Replica_5,999.0,-0.881747,-0.756294,-1.103716,-0.067259,-0.711823,-0.803546,999.0,-0.356753,-0.800282
Cluster_37-CrossR-Replica_6,999.0,-0.789345,-0.680903,-0.680389,-0.613397,-0.851596,-0.878823,999.0,-0.893488,-0.800282
Cluster_37-CrossR-Replica_7,-0.503521,-0.495587,-0.706449,-0.701356,-0.466996,-0.836946,-0.769076,999.0,-1.062661,-0.800282
Cluster_37-CrossR-Replica_8,0.151461,-0.306206,-0.992815,-0.807241,-0.677347,-0.646847,-0.970909,-0.327501,-0.649102,-0.800282
Cluster_37-CrossR-Replica_9,0.151113,-0.636434,-0.802734,-0.940928,-0.295239,-0.528637,-0.744442,0.084987,999.0,-0.800282
Cluster_38-CrossR-Replica_1,0.151677,999.0,-0.780307,-1.326926,-0.067868,-1.110203,-0.252473,999.0,999.0,-0.800282
Cluster_38-CrossR-Replica_10,-0.213455,0.280673,-0.681377,-0.956031,-0.323041,-1.067344,-0.465768,0.205579,0.18187,-0.800282
Cluster_38-CrossR-Replica_2,999.0,-1.563929,-0.886116,-0.043754,999.0,-1.168867,-0.960392,999.0,-1.12523,-0.800282
Cluster_38-CrossR-Replica_3,999.0,-0.878995,-1.192821,-0.657574,-1.269048,-0.02585,-0.888318,999.0,-1.129187,-0.800282
Cluster_38-CrossR-Replica_4,999.0,-1.454314,0.090896,-0.942663,-1.320258,0.146865,-0.57256,999.0,-1.42027,-0.800282
Cluster_38-CrossR-Replica_5,-1.463052,-0.026205,-0.266858,0.017254,999.0,-0.609373,-1.211123,999.0,-0.557345,-0.800282
Cluster_38-CrossR-Replica_6,999.0,-0.134395,-0.824675,0.166986,-0.06714,-0.571398,-0.804868,999.0,-1.026518,-0.800282
Cluster_38-CrossR-Replica_7,999.0,-0.789183,-1.065442,-0.542954,-0.053769,-0.725711,-0.857559,999.0,0.177021,-0.800282
Cluster_38-CrossR-Replica_8,0.151461,-0.134701,-1.068381,-0.698548,999.0,-0.531098,-0.917485,0.085727,-1.098472,-0.800282
Cluster_38-CrossR-Replica_9,-0.262115,0.110415,-0.267417,0.168381,-0.053516,-1.147001,-0.705967,999.0,0.590837,-0.800282
Cluster_39-CrossR-Replica_1,-1.895533,-0.436389,-0.623895,-0.613768,999.0,-1.023651,-0.987029,999.0,999.0,-0.800282
Cluster_39-CrossR-Replica_10,999.0,0.935623,-0.904756,-0.046256,999.0,-0.993878,-0.898542,999.0,-1.452112,-0.800282
Cluster_39-CrossR-Replica_2,999.0,0.933781,-0.52796,-0.790603,-0.963564,-1.07454,0.495641,999.0,999.0,-0.800282
Cluster_39-CrossR-Replica_3,999.0,-0.303651,-0.903383,-1.159651,0.345386,-1.220396,-1.011491,999.0,-0.71596,-0.800282
Cluster_39-CrossR-Replica_4,999.0,-0.30498,-0.08061,-0.915561,999.0,0.217082,-0.664459,999.0,0.173954,-0.800282
Cluster_39-CrossR-Replica_5,999.0,0.278329,-0.318731,-1.142822,999.0,-1.15563,-1.125813,999.0,999.0,-0.800282
Cluster_39-CrossR-Replica_6,999.0,-1.113428,0.506906,-0.542198,999.0,-1.163536,-1.027541,999.0,999.0,-0.800282
Cluster_39-CrossR-Replica_7,999.0,-0.305738,-0.884396,-0.046405,999.0,-0.88564,-0.769076,999.0,999.0,-0.800282
Cluster_39-CrossR-Replica_8,999.0,-0.439235,-0.321532,-0.285321,0.39083,-0.944326,-1.140279,-1.153956,0.59058,-0.800282
Cluster_39-CrossR-Replica_9,999.0,999.0,-0.623824,-0.324453,999.0,-0.837415,-1.132296,999.0,999.0,-0.800282
Cluster_4-CrossR-Replica_1,0.151677,-0.906437,-1.093944,-0.899671,-0.722818,-0.99503,-0.944123,0.084541,-1.051739,-1.02652
Cluster_4-CrossR-Replica_10,0.199773,-0.637681,-1.066871,-0.929531,-1.097623,-1.058641,-0.926712,-0.753906,-1.093954,-1.02652
Cluster_4-CrossR-Replica_2,999.0,-0.547624,-0.825438,-1.04912,-0.308614,-0.861905,-0.85686,999.0,999.0,-1.02652
Cluster_4-CrossR-Replica_3,999.0,-0.982937,-0.451678,-0.978903,-0.067841,-1.094028,-0.935282,0.085015,-1.05897,-1.02652
Cluster_4-CrossR-Replica_4,-0.866476,-1.007648,-1.096915,-1.133716,-0.080576,-0.711823,-1.22751,-0.329138,-1.565508,-1.02652
Cluster_4-CrossR-Replica_5,-0.261845,-0.822081,-0.756294,-0.700508,-0.067259,-0.887237,-1.002527,999.0,-0.465446,-1.02652
Cluster_4-CrossR-Replica_6,-0.503771,-1.168497,-0.957706,-1.254753,-0.06714,-0.91067,-1.086472,999.0,-1.101135,-1.02652
Cluster_4-CrossR-Replica_7,-0.503521,-0.821415,-0.989876,-1.329203,-1.329593,-0.897216,-1.05668,999.0,-0.236207,-1.02652
Cluster_4-CrossR-Replica_8,-0.503489,-1.186084,-0.95969,-1.159494,-0.022397,-0.786849,-0.770315,999.0,-1.06233,-1.02652
Cluster_4-CrossR-Replica_9,999.0,-1.231718,-1.248194,-0.87071,-0.950189,-1.030714,-0.960792,999.0,-1.224189,-1.02652
Cluster_40-CrossR-Replica_1,-0.503273,-0.878703,-0.593316,-0.979277,-0.309591,-0.985176,-0.706831,-0.983637,-0.927953,-0.788705
Cluster_40-CrossR-Replica_10,999.0,-0.637681,-0.491527,-0.568176,-0.081319,-1.031742,-0.680388,999.0,-0.564978,-0.788705
Cluster_40-CrossR-Replica_2,999.0,-0.935479,-0.412212,-0.486068,0.346336,-0.930769,-0.924788,999.0,0.18467,-0.788705
Cluster_40-CrossR-Replica_3,999.0,-0.878995,-0.844695,-0.790604,-0.309564,-0.697135,-0.858251,999.0,-0.979363,-0.788705
Cluster_40-CrossR-Replica_4,-0.757783,-0.984266,-0.888135,-1.028857,-0.322299,-0.863388,-0.620278,999.0,-0.941942,-0.788705
Cluster_40-CrossR-Replica_5,999.0,-0.719631,-0.779677,-0.428206,-0.480486,-0.851095,-0.780614,-0.328768,-1.050178,-0.788705
Cluster_40-CrossR-Replica_6,0.15118,-0.595341,-0.802994,-0.942323,-0.813989,-0.696425,-0.666188,999.0,-0.985387,-0.788705
Cluster_40-CrossR-Replica_7,999.0,-0.755107,0.094634,-0.568326,-0.295491,-0.951948,-0.93459,999.0,-0.236207,-0.788705
Cluster_40-CrossR-Replica_8,0.151461,-0.821884,-0.52918,-0.755368,-0.677347,-0.552018,-0.970909,0.085727,-0.569496,-0.788705
Cluster_40-CrossR-Replica_9,-0.262115,-0.592253,-0.780235,-0.426904,-0.053516,-0.837415,-0.803516,999.0,-0.477341,-0.788705
Cluster_41-CrossR-Replica_1,-0.26155,-0.678112,-0.732588,-0.940802,0.345359,-0.786568,-0.484657,999.0,0.187943,-0.788705
Cluster_41-CrossR-Replica_10,-0.455177,-0.678812,-0.593977,-0.48857,999.0,-0.757022,-0.557667,999.0,-0.644585,-0.788705
Cluster_41-CrossR-Replica_2,999.0,-0.495751,-0.905047,-0.755524,-0.721841,-0.962431,-0.960392,0.083703,-0.562179,-0.788705
Cluster_41-CrossR-Replica_3,999.0,-0.878995,-0.844695,-0.426403,-0.067841,-0.728519,-0.926178,999.0,-0.365544,-0.788705
Cluster_41-CrossR-Replica_4,0.201701,-0.880323,-0.626867,-0.739416,-0.080576,-0.785517,-1.010124,999.0,-0.842351,-0.788705
Cluster_41-CrossR-Replica_5,0.151382,-0.98569,-1.036491,-1.005042,0.345969,-0.711823,-0.906588,999.0,-0.356753,-0.788705
Cluster_41-CrossR-Replica_6,-0.262048,-1.052749,-0.802994,-0.720148,-0.308862,-0.663297,-0.848244,999.0,-0.721983,-0.788705
Cluster_41-CrossR-Replica_7,-0.675026,-0.495587,-0.823719,-0.720904,-0.053769,-0.811022,-0.978123,999.0,-0.649434,-0.788705
Cluster_41-CrossR-Replica_8,-0.808024,-0.376423,-1.109512,-0.773166,999.0,-0.852427,-0.680401,-0.569223,-0.838952,-0.788705
Cluster_41-CrossR-Replica_9,-0.503837,-0.492662,-0.732516,-1.23746,-0.466744,-0.798093,-0.977825,999.0,0.177609,-0.788705
Cluster_42-CrossR-Replica_1,0.151677,-1.232265,-0.527008,-0.540677,-1.027353,-0.610424,-0.651334,999.0,-0.225284,-0.788705
Cluster_42-CrossR-Replica_10,999.0,-0.933637,-0.561745,-0.680995,999.0,-0.87533,-0.424638,999.0,-0.978206,-0.788705
Cluster_42-CrossR-Replica_2,-0.262578,-1.093881,-1.121394,-1.20383,-0.066891,-0.82424,-1.048574,999.0,-1.344454,-0.788705
