,10,100,150,200,25,300,400,5,50,500,600,full-sampling
Cluster_3-CrossR-Replica_1,-1.174742,-1.92952,-1.465605,-1.692896,-1.71215,-1.845256,-1.936461,-0.74706,-1.769289,-1.854125,-1.889061,-1.892611
Cluster_3-CrossR-Replica_10,-1.700282,-2.036145,-1.991967,-1.840669,-1.618063,-1.910376,-1.850725,-0.333576,-1.874304,-1.834423,-1.907919,-1.892611
Cluster_3-CrossR-Replica_2,-0.50914,-1.858845,-2.037433,-1.91658,-1.328086,-1.974799,-1.78862,-0.572466,-1.965112,-1.8563,-1.854455,-1.892611
Cluster_3-CrossR-Replica_3,-1.094148,-1.797083,-1.673125,-2.0118,-1.416986,-1.745636,-1.768716,-1.446463,-1.56078,-1.919744,-1.903807,-1.892611
Cluster_3-CrossR-Replica_4,-1.179722,-1.623312,-1.852354,-1.983776,-1.203097,-1.88851,-1.858791,-1.291121,-1.528223,-1.916713,-1.909163,-1.892611
Cluster_3-CrossR-Replica_5,-1.877273,-1.974116,-1.956674,-2.062907,-1.581963,-2.020349,-1.859081,999.0,-2.161203,-1.97454,-1.904478,-1.892611
Cluster_3-CrossR-Replica_6,-1.094478,-1.797498,-1.832056,-1.765732,-0.843526,-1.805979,-1.939468,999.0,-1.743617,-1.863879,-1.86122,-1.892611
Cluster_3-CrossR-Replica_7,-1.38241,-1.837757,-1.868265,-2.009259,0.327909,-1.993943,-1.875524,-0.330465,-1.714422,-1.991484,-1.875867,-1.892611
Cluster_3-CrossR-Replica_8,-0.510936,-1.91986,-1.933583,-1.775371,-1.592244,-1.869043,-1.932052,0.079161,-1.833234,-1.854381,-1.940744,-1.892611
Cluster_3-CrossR-Replica_9,-1.015229,-1.661114,-1.759122,-1.971958,-1.429988,-1.769751,-1.780838,-0.574565,-1.801599,-1.915416,-1.977978,-1.892611
Cluster_4-CrossR-Replica_1,999.0,-1.887667,-1.914974,-1.449248,-0.885695,-2.062475,-1.847358,-0.988783,-2.022588,-1.774009,-1.756266,-1.830423
Cluster_4-CrossR-Replica_10,999.0,-2.225231,-1.872679,-1.728352,-1.760194,-1.899504,-1.771119,-2.202836,-1.146688,-1.873745,-1.871493,-1.830423
Cluster_4-CrossR-Replica_2,-0.267417,-1.739844,-1.735744,-1.566164,-1.398304,-1.82956,-1.854405,0.082484,-1.779446,-1.966574,-1.912177,-1.830423
Cluster_4-CrossR-Replica_3,-1.773435,-1.758189,-1.779174,-1.831193,-1.234929,-1.736096,-1.782265,0.08266,-1.490563,-1.802241,-1.927997,-1.830423
Cluster_4-CrossR-Replica_4,999.0,-1.655986,-1.411206,-1.818546,-1.956462,-1.714516,-1.948794,-0.877894,-0.58602,-1.648637,-1.763081,-1.830423
Cluster_4-CrossR-Replica_5,999.0,-1.720541,-1.485322,-1.637128,-0.489449,-2.003724,-1.623946,-0.331647,-2.025124,-1.79979,-1.781392,-1.830423
Cluster_4-CrossR-Replica_6,-1.383919,-1.979885,-1.94209,-2.00175,-1.602418,-1.902439,-1.90509,999.0,-1.112516,-1.721703,-1.89742,-1.830423
Cluster_4-CrossR-Replica_7,999.0,-1.613315,-2.015553,-1.484157,-2.386936,-1.91745,-2.001363,-0.876722,-1.774691,-1.738296,-1.813269,-1.830423
Cluster_4-CrossR-Replica_8,999.0,-1.700637,-1.474339,-1.975484,-1.428636,-1.818916,-1.849837,-1.706779,-1.559279,-1.706594,-1.675811,-1.830423
Cluster_4-CrossR-Replica_9,999.0,-1.59387,-1.721555,-1.831032,-1.203751,-1.484547,-1.8475,-1.814247,-1.489659,-1.798517,-1.754894,-1.830423
