,10,100,150,200,25,300,400,5,50,500,600,full-sampling
Cluster_3-CrossR-Replica_1,-2.251498,-2.114044,-2.177201,-2.168203,-2.127905,-2.134188,-2.147033,-2.320616,-2.18468,-2.166341,-2.179247,-2.161312
Cluster_3-CrossR-Replica_10,-2.139964,-2.133987,-2.190124,-2.178961,-2.124678,-2.171563,-2.167569,-2.017261,-2.205948,-2.162555,-2.166973,-2.161312
Cluster_3-CrossR-Replica_2,-2.200508,-2.150659,-2.162998,-2.115415,-2.095459,-2.114212,-2.165281,-2.119694,-2.173677,-2.130322,-2.159516,-2.161312
Cluster_3-CrossR-Replica_3,-1.928645,-2.145102,-2.18122,-2.13626,-2.211623,-2.146282,-2.161079,-2.15742,-2.203965,-2.154912,-2.150826,-2.161312
Cluster_3-CrossR-Replica_4,-2.297102,-2.148271,-2.166102,-2.136833,-2.016274,-2.168918,-2.159235,-2.169944,-2.176314,-2.170153,-2.146776,-2.161312
Cluster_3-CrossR-Replica_5,-2.098753,-2.118779,-2.158185,-2.08356,-1.97442,-2.173567,-2.139041,-1.955817,-2.150289,-2.154496,-2.157755,-2.161312
Cluster_3-CrossR-Replica_6,-1.947577,-2.151296,-2.10783,-2.184759,-2.078799,-2.181161,-2.185549,-2.156591,-2.174017,-2.15488,-2.150297,-2.161312
Cluster_3-CrossR-Replica_7,-2.208397,-2.09132,-2.116188,-2.187685,-2.041873,-2.153805,-2.167425,-2.395456,-2.131082,-2.167331,-2.160711,-2.161312
Cluster_3-CrossR-Replica_8,-2.16613,-2.143306,-2.151097,-2.135626,-2.228234,-2.106521,-2.182336,-2.073163,-2.155177,-2.162524,-2.172843,-2.161312
Cluster_3-CrossR-Replica_9,-2.166005,-2.164611,-2.149838,-2.15209,-2.092587,-2.161524,-2.137155,-2.191588,-2.237755,-2.161627,-2.181615,-2.161312
Cluster_4-CrossR-Replica_1,-2.239034,-1.998699,-2.063565,-2.055564,-2.127905,-2.018773,-2.055051,-2.16979,-2.072848,-2.059681,-2.057157,-2.062516
Cluster_4-CrossR-Replica_10,-1.741458,-2.032007,-2.049726,-2.084592,-2.071385,-2.100162,-2.073221,-1.775538,-2.098443,-2.072177,-2.08095,-2.062516
Cluster_4-CrossR-Replica_2,-2.102959,-2.042572,-2.048066,-2.08711,-1.972176,-2.059099,-2.045191,-1.975475,-2.076277,-2.044415,-2.048598,-2.062516
Cluster_4-CrossR-Replica_3,-2.136292,-2.061654,-2.013349,-2.010646,-2.020093,-2.059909,-2.085925,-2.045947,-2.117097,-2.047357,-2.049979,-2.062516
Cluster_4-CrossR-Replica_4,-2.215588,-2.006871,-2.104403,-2.043674,-2.029838,-2.088015,-2.051802,-2.217663,-2.018121,-2.064249,-2.08004,-2.062516
Cluster_4-CrossR-Replica_5,-2.05724,-2.033036,-2.082597,-2.038645,-2.049666,-2.068511,-2.080905,-1.993481,-2.01864,-2.0456,-2.069168,-2.062516
Cluster_4-CrossR-Replica_6,-2.012796,-2.112451,-2.03995,-2.051999,-1.917663,-2.066166,-2.062391,-2.170296,-2.126339,-2.078217,-2.066613,-2.062516
Cluster_4-CrossR-Replica_7,-2.127841,-2.021207,-2.053118,-2.067109,-2.01624,-2.046734,-2.044291,-2.237188,-2.052584,-2.05467,-2.038363,-2.062516
Cluster_4-CrossR-Replica_8,-2.216411,-2.055704,-2.006589,-2.032081,-2.204225,-2.047534,-2.030992,-1.936128,-2.066755,-2.044258,-2.062775,-2.062516
Cluster_4-CrossR-Replica_9,-1.798659,-2.063964,-2.069457,-2.078276,-2.087082,-2.083718,-2.043161,-1.997918,-2.049691,-2.037774,-2.0639,-2.062516
Cluster_5-CrossR-Replica_1,-1.963853,-2.008088,-1.99028,-2.031016,-2.097163,-2.034185,-2.035751,-1.832771,-2.035059,-2.006336,-2.014393,-2.023562
Cluster_5-CrossR-Replica_10,-2.010032,-1.96421,-2.034915,-2.034704,-1.78845,-2.041526,-2.015468,-2.099055,-2.045773,-2.009248,-2.043646,-2.023562
Cluster_5-CrossR-Replica_2,-1.681729,-2.028465,-1.93497,-2.037598,-1.882511,-2.040865,-2.020953,-2.023676,-2.047134,-2.037955,-2.026508,-2.023562
Cluster_5-CrossR-Replica_3,-2.014429,-1.981628,-2.018863,-2.019906,-1.859594,-2.015114,-2.037089,-2.023234,-2.088806,-2.014681,-2.005982,-2.023562
Cluster_5-CrossR-Replica_4,-2.193341,-1.981904,-2.039256,-2.018156,-1.95733,-2.027184,-1.966375,-2.077293,-1.946255,-2.022005,-2.041723,-2.023562
Cluster_5-CrossR-Replica_5,-1.734271,-2.055135,-1.997985,-2.038185,-2.078416,-1.977814,-2.01279,-1.981189,-2.026734,-2.035062,-2.022133,-2.023562
Cluster_5-CrossR-Replica_6,-2.125082,-2.066257,-2.04178,-1.997515,-2.144518,-2.016301,-1.989442,-2.147276,-1.991478,-2.033788,-2.018686,-2.023562
Cluster_5-CrossR-Replica_7,-2.069242,-1.998816,-2.050923,-2.020073,-1.894943,-1.961283,-1.976429,-1.514031,-2.003338,-2.073445,-2.016723,-2.023562
Cluster_5-CrossR-Replica_8,-2.229418,-1.967257,-1.992197,-2.025207,-2.010848,-2.040923,-1.983098,-1.865073,-2.060366,-2.010154,-2.04884,-2.023562
Cluster_5-CrossR-Replica_9,-2.035949,-2.009187,-2.029586,-2.005648,-1.891118,-1.956772,-2.02921,-2.049791,-1.994296,-2.006335,-2.010759,-2.023562
